COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Solano,2022,Race/ethnicity,Asian/PI,All ages,250,41.9,
Sonoma,2022,Race/ethnicity,Asian/PI,All ages,35,20,
Stanislaus,2022,Race/ethnicity,Asian/PI,All ages,69,22.5,
Sutter,2022,Race/ethnicity,Asian/PI,All ages,44,27.3,
Tehama,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2022,Race/ethnicity,Asian/PI,All ages,26,16.9,
Tuolumne,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,Asian/PI,All ages,64,12.4,
Yolo,2022,Race/ethnicity,Asian/PI,All ages,37,13.4,
Yuba,2022,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2022,Race/ethnicity,AI/AN,All ages,382,23.6,
Alameda,2022,Race/ethnicity,AI/AN,All ages,12,23.9,
Alpine,2022,Race/ethnicity,AI/AN,All ages,0,0,
Amador,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2022,Race/ethnicity,AI/AN,All ages,0,0,
Colusa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Del Norte,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2022,Race/ethnicity,AI/AN,All ages,31,52,
Glenn,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2022,Race/ethnicity,AI/AN,All ages,23,41.3,
Imperial,2022,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2022,Race/ethnicity,AI/AN,All ages,45,22.3,
Madera,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2022,Race/ethnicity,AI/AN,All ages,12,32.9,
Merced,2022,Race/ethnicity,AI/AN,All ages,0,0,
Modoc,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2022,Race/ethnicity,AI/AN,All ages,0,0,
Monterey,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2022,Race/ethnicity,AI/AN,All ages,0,0,
Nevada,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Placer,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2022,Race/ethnicity,AI/AN,All ages,23,19,
Sacramento,2022,Race/ethnicity,AI/AN,All ages,23,28,
San Benito,2022,Race/ethnicity,AI/AN,All ages,0,0,
San Bernardino,2022,Race/ethnicity,AI/AN,All ages,21,23.3,
San Diego,2022,Race/ethnicity,AI/AN,All ages,19,12.8,
San Francisco,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Joaquin,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Luis Obispo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Barbara,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Cruz,2022,Race/ethnicity,AI/AN,All ages,0,0,
Shasta,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2022,Race/ethnicity,AI/AN,All ages,0,0,
Siskiyou,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sonoma,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Stanislaus,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sutter,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2022,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2022,Race/ethnicity,NHPI,All ages,965,72.5,
Alameda,2022,Race/ethnicity,NHPI,All ages,114,89.1,
Alpine,2022,Race/ethnicity,NHPI,All ages,0,0,
Amador,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2022,Race/ethnicity,NHPI,All ages,54,101.7,
Del Norte,2022,Race/ethnicity,NHPI,All ages,0,0,
El Dorado,2022,Race/ethnicity,NHPI,All ages,0,0,
Fresno,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Glenn,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2022,Race/ethnicity,NHPI,All ages,0,0,
Inyo,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2022,Race/ethnicity,NHPI,All ages,15,153.8,
Kings,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2022,Race/ethnicity,NHPI,All ages,0,0,
Lassen,2022,Race/ethnicity,NHPI,All ages,0,0,
Los Angeles,2022,Race/ethnicity,NHPI,All ages,141,62.8,
Madera,2022,Race/ethnicity,NHPI,All ages,0,0,
Marin,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2022,Race/ethnicity,NHPI,All ages,0,0,
Mendocino,2022,Race/ethnicity,NHPI,All ages,0,0,
Merced,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Modoc,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2022,Race/ethnicity,NHPI,All ages,0,0,
Monterey,2022,Race/ethnicity,NHPI,All ages,11,,Rate not available due to statistical instability
Napa,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2022,Race/ethnicity,NHPI,All ages,0,0,
Orange,2022,Race/ethnicity,NHPI,All ages,45,55.2,
Placer,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2022,Race/ethnicity,NHPI,All ages,0,0,
Riverside,2022,Race/ethnicity,NHPI,All ages,48,78.6,
Sacramento,2022,Race/ethnicity,NHPI,All ages,96,64,
San Benito,2022,Race/ethnicity,NHPI,All ages,0,0,
San Bernardino,2022,Race/ethnicity,NHPI,All ages,15,24,
San Diego,2022,Race/ethnicity,NHPI,All ages,54,41.1,
San Francisco,2022,Race/ethnicity,NHPI,All ages,38,152.4,
San Joaquin,2022,Race/ethnicity,NHPI,All ages,31,92.1,
San Luis Obispo,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2022,Race/ethnicity,NHPI,All ages,49,48.8,
Santa Barbara,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Santa Clara,2022,Race/ethnicity,NHPI,All ages,65,112.3,
Santa Cruz,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Shasta,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2022,Race/ethnicity,NHPI,All ages,0,0,
Siskiyou,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2022,Race/ethnicity,NHPI,All ages,60,160.3,
Sonoma,2022,Race/ethnicity,NHPI,All ages,15,129.9,
Stanislaus,2022,Race/ethnicity,NHPI,All ages,11,,Rate not available due to statistical instability
Sutter,2022,Race/ethnicity,NHPI,All ages,0,0,
Tehama,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2022,Race/ethnicity,NHPI,All ages,0,0,
Tulare,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tuolumne,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yolo,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2022,Race/ethnicity,NHPI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2022,Race/ethnicity,Multi-race,All ages,1967,17.3,
Alameda,2022,Race/ethnicity,Multi-race,All ages,136,18.5,
Alpine,2022,Race/ethnicity,Multi-race,All ages,0,0,
Amador,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2022,Race/ethnicity,Multi-race,All ages,11,,Rate not available due to statistical instability
Calaveras,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2022,Race/ethnicity,Multi-race,All ages,0,0,
Contra Costa,2022,Race/ethnicity,Multi-race,All ages,100,21.4,
Del Norte,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2022,Race/ethnicity,Multi-race,All ages,12,23.9,
Fresno,2022,Race/ethnicity,Multi-race,All ages,31,13.8,
Glenn,2022,Race/ethnicity,Multi-race,All ages,0,0,
Humboldt,2022,Race/ethnicity,Multi-race,All ages,23,39.3,
Imperial,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kings,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2022,Race/ethnicity,Multi-race,All ages,0,0,
Los Angeles,2022,Race/ethnicity,Multi-race,All ages,328,14.8,
Madera,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2022,Race/ethnicity,Multi-race,All ages,0,0,
Mendocino,2022,Race/ethnicity,Multi-race,All ages,0,0,
Merced,2022,Race/ethnicity,Multi-race,All ages,13,23.9,
Modoc,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2022,Race/ethnicity,Multi-race,All ages,0,0,
Monterey,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Napa,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2022,Race/ethnicity,Multi-race,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2022,Race/ethnicity,Multi-race,All ages,45,4.6,
Placer,2022,Race/ethnicity,Multi-race,All ages,24,19.9,
Plumas,2022,Race/ethnicity,Multi-race,All ages,0,0,
Riverside,2022,Race/ethnicity,Multi-race,All ages,94,14.5,
Sacramento,2022,Race/ethnicity,Multi-race,All ages,181,22.1,
